ID	index	answer	text	label
332	332	centralized observation	What type of sites should be clearly defined where available?	0
333	333	monitor changes in their own situation more sensitively and keep records	What should the subjects of daily follow-up visits instruct them to do?	0
334	334	isolation control and transfer of patients to designated hospitals	Make preparations for what?	0
335	335	disinfected public places	What should the community clean and assist the CDC to disinfect?	0
336	336	8 measures	"How many measures does the strategy of ""internal prevention of spread and external prevention of export"" include?"	0
337	337	blockade	What can communities classified as infected areas take measures to do if necessary?	0
338	338	"Restrict or stop activities such as fairs, rallies and other gatherings of people in the community"	What is one way to restrict the gathering of people?	0
339	339	"suspend work, business and classes"	What should be done if necessary?	0
340	340	leave or contact the hospital promptly	What should staff do if symptoms of novel coronavirus infection are detected?	0
341	341	Maintain air circulation in public places	What should the public do to prevent the spread of the disease?	0
342	342	air conditioning filter	What should be cleaned regularly?	0
343	343	hand sanitizer	What should washrooms be equipped with to ensure that water supply facilities are working properly?	0
344	344	disinfection spray	What should be used to disinfect the air when necessary?	0
345	345	Keep the environment clean and clear the garbage in time	What should the public do to keep the environment clean?	0
346	346	avoiding places with heavy traffic and poor air circulation	What should the public avoid in areas where the disease is endemic?	0
347	347	Workplace Commuting to and from work	What should the public avoid wearing a medical mask?	0
348	348	"walk, ride or take private cars or shuttles to and from work"	What is the best way to avoid public transportation?	0
349	349	public trams	What type of transportation is preferred if you have to take public transportation?	0
350	350	a mask	What should you wear throughout the journey to avoid touching objects in the car with your hands?	0
351	351	touching objects in the car with your hands	What should you avoid during the journey?	0
352	352	after removing the mask	When should you wash your hands when you return home?	0
353	353	75%	How much alcohol should be used to wipe your cell phone and keys?	0
354	354	multi-person gatherings	What type of gatherings should you avoid?	0
355	355	disinfected	What must be done to public areas daily?	0
356	356	to avoid mixing	Why should the cleaning utensils used in public areas be separated?	0
357	357	spray	How is disinfection carried out in bathrooms?	0
358	358	Central air conditioning system fan coils	What should be disinfected in normal use?	0
359	359	the exhaust branch	What should be closed after the evacuation of personnel?	0
360	360	return air	What should be completely closed to ensure that the system runs with all fresh air?	0
361	361	disinfect the garbage cans twice a day with 75% alcohol or chlorine-containing disinfectant	What should be done to garbage cans during the epidemic prevention period?	0
362	362	temperature test	What should you do before entering the office building?	0
363	363	low	On what floors can passengers take the stairs on foot?	0
364	364	toilet paper	What should you carry with you?	0
365	365	toilet paper	What should be properly disposed of after use?	0
366	366	Stand on both sides of the hall door while waiting for the elevator	What should you do to avoid touching the passengers coming out of the elevator car face to face?	0
367	367	press the button outside the elevator hall	What should a passenger do to prevent the elevator from closing?	0
368	368	more than one stranger	How many strangers should you avoid riding in the elevator with?	0
369	369	wait patiently for the next elevator	What can passengers who have enough time do?	0
370	370	to carry things and reduce the contact between your belongings and the elevator car	Why should you not use the elevator?	0
371	371	Wash and disinfect your hands promptly after riding in the elevator	What should you do after riding in the elevator?	0
372	372	feverish people	What type of people have a need to take the elevator?	0
373	373	ventilation fans	What should be kept open for a long time for elevators with ventilation fans installed in the cabin?	0
374	374	ventilation fans	What is not installed in the cabin of an elevator?	0
375	375	10 minutes	How long should each ventilation time be?	0
376	376	pneumonia epidemic	When can local disinfection and full disinfection be alternated?	0
377	377	the elevator operation should be stopped immediately and disposed of in accordance with the requirements of the health prevention department	What should happen if a confirmed or suspected case is found to have ridden in an elevator?	0
378	378	trained personnel with certain knowledge of disinfection	Who should perform elevator disinfection?	0
379	379	"wear work clothes, gloves, work shoes, masks, hats, goggles, etc."	What should employees wear when needed to perform elevator disinfection?	0
380	380	when necessary	"When should personnel wear work clothes, gloves, shoes, masks, hats, goggles, etc.?"	0
381	381	disinfection medicine and items	What should be prepared before the elevator is disinfected?	0
382	382	first be stopped and warning signs set	What should be done before the elevator is disinfected?	0
383	383	Clean the elevator thoroughly and then disinfect it	What is the first step in elevator disinfection?	0
384	384	half an hour	How long should the car be irradiated by ultraviolet light?	0
385	385	disinfectant	"What can be used to disinfect the button panel, handrail, and other parts frequently touched by passengers?"	0
386	386	sprayed and coated with a small amount of spraying bottle	How can hall door and car wall be disinfected?	0
387	387	wring out the wet rag and wipe the key panel and other parts	What should you do after disinfection to avoid corrosion of the elevator's electronic components?	0
388	388	wet rag	What can be used to remove parts of the elevator?	0
389	389	retrieve the warning sign	What should you do after the elevator is disinfected?	0
390	390	in bags	Where should protective equipment be brought back for disposal?	0
391	391	more than 1 meter	What is the minimum distance between people in the office?	0
392	392	six-step	What is the method for hand washing in the office?	0
393	393	Daily disinfection of shared items in the office	What is one way to disinfect common items in the office?	0
394	394	75%	How much alcohol can be used in disinfecting wipes?	0
395	395	four times	How much can disinfecting wipes be increased to if used frequently?	0
396	396	wash hands before and after passing paper documents	What should you do when working in the office?	0
397	397	telephone and video conferencing	What can be used as much as possible to reduce centralized meetings?	0
398	398	face-to-face meetings	What type of meetings should all participants wear masks and wash their hands to disinfect before entering the meeting room?	0
399	399	1 meter	How long should a meeting be separated by?	0
400	400	once	How often should the window be opened for ventilation when a meeting is too long?	0
401	401	the venue and furniture	What must be disinfected after a meeting?	0
402	402	teaware	What should be disinfected by soaking in boiling water?	0
403	403	a mask	What are visitors required to wear to disinfect teaware?	0
404	404	temperature test	What should you first conduct before entering the office building?	0
405	405	No	What is the answer to a temperature test and normal body temperature conditions before entering the building for public work?	0
406	406	masks	What should outsiders wear on both sides of the elevator?	0
407	407	staggered meals	What type of meals should canteens adopt?	0
408	408	bring their own lunch boxes and bring them back to the office for meals after purchase to avoid crowding	What is it recommended that employees do to avoid crowding?	0
409	409	once a day	How often is the restaurant disinfected?	0
410	410	Disinfection of tableware	What is required at high temperature?	0
411	411	nutritious meals	"What is it recommended that be prepared, light and palatable?"	0
412	412	Official Travel Travelers	Who must wear masks to travel?	0
413	413	more than 1 meter	What is the minimum distance from human contact?	0
414	414	75%	How much alcohol is recommended to clean the interior and door handles of a shuttle bus?	0
415	415	75%	How much alcohol should the shuttle bus be wiped with to disinfect the interior and door handles after use?	0
416	416	"Logisticians Service personnel, security personnel and cleaning personnel"	Who must wear masks when working?	0
417	417	disposable rubber gloves	What must canteen procurement staff wear to avoid direct hand contact with meat and poultry raw materials?	0
418	418	disposable rubber gloves	What must cleaning staff wear when working?	0
419	419	Security personnel	Who must wear masks and inquire and register the status of outsiders?	0
420	420	Technical Guidelines for Public Transport Disinfection Operations	What is the name of the public transportation disinfection operation technical guide?	0
421	421	technical guide I	What is the scope of public transport disinfection operation?	0
422	422	pneumonia	What is an epidemic of?	0
423	423	public transport staff need to carry out the following tasks	What do public transport staff need to do during an epidemic of novel coronavirus infection pneumonia?	0
424	424	object surface disinfection	What should public transport staff do a good job of?	0
425	425	the environment on public transportation should be kept clean and sanitary	What is a daily requirement of public transportation staff?	0
426	426	chlorine disinfectant	What should be sprayed or wiped with to disinfect internal object surfaces?	0
427	427	disinfectants	What should be used when vomiting occurs on public transportation?	0
428	428	1000mg/L chlorine disinfectant or 500mg/L chlorine dioxide disinfectant	What can be wiped or sprayed for disinfection when there are no visible contaminants?	0
429	429	30 minutes	How long should the disinfection time be?	0
430	430	strengthen the ventilation and air exchange	What should public transport staff do to prevent pneumonia?	0
431	431	natural ventilation or mechanical ventilation	What can be used to strengthen ventilation and air exchange?	0
432	432	low speed	At what speed can windows be opened on short-distance buses?	0
433	433	ultra-low volume spray	"Peroxyacetic acid, chlorine-containing disinfectants, chlorine dioxide and hydrogen peroxide are selected under unmanned conditions using what method?"	0
434	434	personal protection	What should public transport staff pay attention to?	0
435	435	30 minutes	How long should it take for reused gloves to be disinfected?	0
436	436	professional	Personal protection is carried out under the guidance of who?	0
437	437	Hand hygiene	What should be strengthened by staff at all times?	0
438	438	hand hygiene	What should be performed by staff at all times?	0
439	439	alcohol	What type of quick-drying hand sanitizer is available?	0
440	440	hand sanitizers	What may contain chlorine or hydrogen peroxide?	0
441	441	Establishment of an emergency area	What should be done on public transportation to prevent pneumonia?	0
442	442	emergency areas	What should be set up on public transportation?	0
443	443	Health education	What should travelers always pay attention to the prevention and control of on public transport?	0
444	444	public transport	Where should travelers always pay attention to the prevention and control of health education?	0
445	445	Wear masks and gloves	What are travelers operating guidelines?	0
446	446	medical surgical masks	What type of mask is recommended for travelers taking public transportation?	0
447	447	30 minutes	How long does it take to circulate steam or boiling disinfection?	0
448	448	Hand hygiene	What should travelers enhance during the trip?	0
449	449	hand hygiene	What should travelers pay attention to during the trip?	0
450	450	hydrogen peroxide	What type of hand sanitizer can be used under special conditions?	0
451	451	maintain distance	What should travelers pay attention to when traveling on public transportation?	0
452	452	keep a certain distance between each other	What should travelers try to do when traveling on public transportation?	0
453	453	Actively cooperate with the staff	What should travelers do when traveling on public transportation?	0
454	454	personal protection	What should travelers do when a suspected or confirmed case appears?	0
455	455	self-isolate	What should travelers do when a suspected or confirmed case appears?	0
456	456	Strengthen the ventilation of the teaching and living environment	What do schools and childcare institutions do to maintain air circulation?	0
457	457	indoor and outdoor environmental hygiene	What do schools and childcare institutions need to clean?	0
458	458	indoor assemblies and other activities	What should not be held school-wide or garden-wide?	0
459	459	caregivers for children to wash their hands regularly	What are childcare institutions implemented daily by?	0
460	460	"music rooms, dance rooms, computer rooms"	What are examples of public classrooms that a group of students can go in and disinfect once?	0
461	461	chlorine-containing disinfectant	"What can be used to disinfect classroom desks, chairs, and other surfaces with high human contact?"	0
462	462	75%	What percentage of alcohol can be used for objects that are not resistant to corrosion?	0
463	463	30 minutes	How long should the action time be for disinfecting large areas of floors and walls?	0
464	464	respiratory infectious diseases	What is a common cause of death in children?	0
465	465	sound mechanism	"What should be established for contacting schools, parents, students, and medical institutions?"	0
466	466	Strengthen health monitoring and material stockpiling	What should be done to prevent illness in a nursing home?	0
467	467	the morning and afternoon checkups	What should a person implement to track the absence from school due to illness and the registration of the cause of the disease?	0
468	468	the school nurse's office	"Who should stock a certain number of medical masks, disposable gloves, hand sanitizer and cold medicine?"	0
469	469	prevention and control of respiratory infectious diseases	What is the main goal of health education?	0
470	470	"fever, malaise, dry cough and chest tightness"	What symptoms should you immediately wear a mask and seek medical attention in a timely manner to avoid attending classes with illness?	0
471	471	14 days	How long should a student or teacher be placed under medical observation when diagnosed with novel coronavirus infection?	0
472	472	home visits	Schools and child care institutions are responsible for what to contact students who have left school or school to learn about their daily health status?	0
473	473	daily and zero reporting system	What should schools and child care institutions implement to keep track of the daily increase or decrease of students with cases?	0
474	474	Cooperate with the health and wellness department to handle the epidemic and other tasks	What should schools and child care institutions do to keep track of the daily increase or decrease of students with cases?	0
475	475	closed management	What is it recommended that a nursing home implement during the disease epidemic?	0
476	476	personal belongings	What should nursing seniors avoid sharing?	0
477	477	daily morning checkups and health registration	What should the elderly and staff conduct?	0
478	478	a registration system	What should be established for visitors?	0
479	479	suspicious	"If visitors have what type of symptoms of novel coronavirus infection, their visits should be refused?"	0
480	480	medical surgical masks	What should foreign visitors wear?	0
481	481	refuse to visit	What should those with suspicious symptoms do?	0
482	482	ventilation	What should be done to keep the indoor air fresh?	0
483	483	at least 30 minutes every half day	How often should the windows be open in a nursing home?	0
484	484	indoor and outdoor temperatures	"When opening windows in winter, attention should be paid to avoid colds caused by the large difference between what?"	0
485	485	"hand sanitizer, hand towels or hand dryers"	Restrooms should be equipped with what to ensure that water supply facilities work properly?	0
486	486	to develop the good habit of washing their hands frequently	What should the elderly be encouraged to do in a nursing home?	0
487	487	Hand cream	What can be placed by the sink to make it easy to apply after washing hands?	0
488	488	clean and sanitary	What should the environment of a nursing home be?	0
489	489	bedding and clothes	What should the elderly frequently dry?	0
490	490	once or twice a week	How often should the elderly be disinfected in a nursing home?	0
491	491	isolation rooms	What should be prepared for the isolation and treatment of future elderly with suspected symptoms?	0
492	492	to avoid transmission to other elderly	Why should the elderly with symptoms be isolated in time?	0
493	493	single	How many rooms should an elderly person in a nursing home have?	0
494	494	independent air conditioning	What should an elderly person in a nursing home use as much as possible?	0
495	495	domestic garbage	What should be collected uniformly and treated as medical waste?	0
496	496	medical surgical mask	What should an elderly person wear on the way to medical treatment?	0
497	497	local community health agency or the CDC	Who should an elderly person in a nursing home contact for guidance and assistance with related investigations and dispositions?	0
498	498	registered immediately	What should a person who has had close contact with a person without effective protection do?	0
499	499	Suspension of visitation activities	What should an elderly person in a nursing home do?	0
500	500	"Reduce unnecessary gatherings, dinners and other group activities"	What should an elderly person in a nursing home do to prevent unnecessary gatherings?	0
501	501	14 days	How long should an elderly person be placed under medical observation if he or she is diagnosed with novel coronavirus pneumonia?	0
502	502	final disinfection of the residence	What should be performed immediately after an elderly person leaves the nursing home?	0
503	503	CDC agency	Who is responsible for the disinfection of a nursing home?	0
504	504	without disinfection	When is the residence not recommended for use?	0
505	505	live poultry	What is another term for livestock trading markets?	0
506	506	daily cleaning and disinfection	What should be done to keep the workplace clean and hygienic?	0
507	507	disinfection	What is a supplement to cleaning the market?	0
508	508	three	How many cleans should the market operators do each day?	0
509	509	disinfection	"What is it called to clean the countertop, slaughtering tools, cutting board utensils, cages, and stall ground?"	0
510	510	clean water	"What should be used to clean the utensils, countertop, cutting board, etc.?"	0
511	511	dredge sewers	"What should be done to clean the stall floor, walls, and environment around the store?"	0
512	512	500mg/L chlorine-containing disinfectant	What is the recommended amount of disinfectant for the surface of objects with more human contact?	0
513	513	75%	What percentage of alcohol can be used to disinfect objects that are not resistant to corrosion?	0
514	514	500-1000mg/L	What is the effective chlorine level of a market disinfectant?	0
515	515	garbage transporters and hand-push garbage collection vehicles	What should be stored and transported in an airtight manner to improve garbage collection?	0
516	516	to reduce the density of flies	Why should garbage be cleaned daily?	0
517	517	strengthen vector biological control	What should be done to prevent the spread of flies in the market?	0
518	518	regular inspections to remove all types of small containers of stagnant water	What should be done to reduce the breeding of mosquitoes and insects?	0
519	519	medical masks or medical surgical masks	What do the elderly need to wear when shopping at the market?	0
520	520	more than 1 meter	What is the safest distance to the market when interacting with others?	0
521	521	"Do not touch, buy and eat wild animals and try to avoid stalls selling live poultry, wild animals, etc."	What should elderly people avoid doing in the market?	0
522	522	middle-aged and elderly	Who are the most seriously ill patients in Sichuan?	0
523	523	"critical illness, multi-organ failure and even death"	What are elderly people prone to once infected with coronavirus pneumonia?	0
524	524	respiratory tract of the elderly	What is more sensitive and fragile?	0
525	525	75%	What percentage of alcohol should be used to disinfect the elderly?	0
526	526	84	How many disinfectants can be used to wipe down furniture and floors?	0
527	527	if the elderly are allergic to chlorine or suffer from respiratory irritation	"If the elderly are allergic to chlorine, what should they not use?"	0
528	528	"smoked white wine, vinegar, moxibustion and other ""prescriptions"" spread on the Internet"	What can not achieve the effect of disinfection?	0
529	529	artificially aggravating indoor air pollution	"What are smoked white wine, vinegar, moxibustion and other ""prescriptions"" equivalent to?"	0
530	530	respiratory disease	What is it likely to cause for the elderly with a sensitive respiratory tract?	0
531	531	room temperature	What should the elderly be allowed to stay in to avoid adverse effects on the body?	0
532	532	opening windows regularly	What should be done to improve indoor air quality?	0
533	533	increase the number of ventilation times and reduce the ventilation time	What is it recommended to do to keep the elderly warm?	0
534	534	hand washing	What should elderly people do to prevent viral infections?	0
535	535	dry	What kind of skin are elderly people prone to?	0
536	536	hand cream	What is placed by the sink so that elderly people can apply it after washing their hands?	0
537	537	Older adults	Who loves to walk around during the New Year holidays?	0
538	538	increases their risk of being exposed to the virus	Why do elderly people love to walk around during the New Year holidays?	0
539	539	do not gather for meals or multiple gatherings	What should elderly people do during an outbreak of coronavirus pneumonia?	0
540	540	visit and care for the elderly at home	What should the elderly do if special needs arise?	0
541	541	Sichuan Province	What province recently issued a notice requiring all mahjong parlors to suspend operations?	0
542	542	spend more time with the elderly at home	What is it recommended to do during the Spring Festival?	0
543	543	wear the right mask	What should elderly people do if they have to go out?	0
544	544	Ordinary cotton masks	What type of mask has no protective effect?	0
545	545	medical surgical masks	What should be used as a priority?	0
546	546	N95 or KN95	What are two types of protective masks that are not recommended for the elderly?	0
547	547	"chest tightness, shortness of breath and breathlessness"	What symptoms can occur after long-term wear of N95 or KN95 masks?	0
548	548	crowded public transportation	What should seniors avoid when traveling?	0
549	549	"walk, take a taxi or have a family member drive them"	What is the best way for seniors to avoid crowded public transportation when traveling?	0
550	550	avoid crowds	What is it recommended to do to avoid crowds?	0
551	551	don't take off your mask and keep a distance of more than 1 meter to say hello	What should you do when you see someone you know?	0
552	552	meat and eggs	What must be cooked before eating?	0
553	553	frugal	Are older adults frugal or may use masks repeatedly?	0
554	554	disposable medical masks	What should only be used once?	0
555	555	"Chapter 3, ""1"	"Where is ""(1) Wearing a mask"" found?"	0
556	556	Universal precautions	"What is the name of the section in Chapter 3, ""(1) Wearing a mask""?"	0
557	557	During the epidemic	When is it recommended that older adults should start with a balanced diet?	0
558	558	high-quality protein	What type of food should be incorporated into a balanced diet for the elderly?	0
559	559	fresh vegetables and seasonal fruits	What can be increased appropriately if there are no special dietary contraindications for the elderly?	0
560	560	wasting and malnutrition	What does the decrease in caloric and nutritional needs result in?	0
561	561	properly improve their nutritional reserves through proper nutritional supplementation	What must the elderly do?	0
562	562	"easier, convenient and safe nutritional supplementation"	Why should older adults take oral nutritional supplements?	0
563	563	three types of nutritional supplements	How many types of nutritional supplements are there?	0
564	564	marketing rumors	What are some elderly people easily misled by?	0
565	565	"garlic, mushrooms, strawberries, red wine, lactoferrin, etc."	What foods and supplements claim to prevent viruses?	0
566	566	anti-viral	"What are garlic, mushrooms, strawberries, red wine, lactoferrin, etc. not?"	0
567	567	strawberries	What fruit is a balanced nutritional fruit in season?	0
568	568	family members as well as the elderly are protected before going to the hospital	What is important if you have to go to the hospital?	0
569	569	Wear a mask and wash your hands promptly	What should you do if you have to go to the hospital?	0
570	570	"not to touch the outside of the mask, don't touch it, and wash your hands after taking off the mask"	What should you do while in the hospital?	0
571	571	droplets and contact	What are the main transmission routes of infection?	0
572	572	passive protection	What is the norm for infants under 1 year of age?	0
573	573	"disinfect your child's belongings, toys and utensils regularly"	What should you do to protect your child?	0
574	574	Wash your hands carefully before playing with your child	What should you do to protect your child?	0
575	575	change their clothes and wash their hands before holding their children after coming home from a trip	What should parents do?	0
576	576	regularly ventilated	How should the home be maintained?	0
577	577	"do not kiss the baby, and do not cough, sneeze, or exhale into the baby"	What do caregivers need to do?	0
578	578	cover your mouth and nose with a tissue	What should you do if you have to cough or sneeze?	0
579	579	"fever, runny nose, coughing and sneezing"	What are some respiratory illnesses that parents should wear at home?	0
580	580	keep a distance of more than 1 meter from other people in confined spaces and crowded places	What should children be instructed to do?	0
581	581	(1) Wearing Mask	Where can the method of wearing a mask and precautions be found?	0
582	582	General Precautions	"What is the section of (1) Wearing Mask in Chapter 3 ""1.?"	0
583	583	disposable medical masks	What should parents buy for children who don't like to wear masks?	0
584	584	adjust the position of the mask to make the child more comfortable and less resistant	What should a child do when wearing a mask?	0
585	585	ultraviolet light or alcohol	What can children use to spray their coats if there are conditions?	0
586	586	Wuhan	Where should a child have a history of travel or residence?	0
587	587	"fever, weakness of the limbs, dry cough, etc."	What are some symptoms of novel coronavirus pneumonia similar to the common cold?	0
588	588	"digestive, cardiovascular, neurological, ophthalmic symptoms, etc."	What are some of the symptoms of novel coronavirus pneumonia?	0
589	589	the disease progresses rapidly or the observation period has been missed	What happens when a child is diagnosed with a cold?	0
590	590	"diarrhea, breathing gradually becomes difficult"	What are the major differences between novel coronavirus infection and common cold?	0
591	591	immediate medical attention	What should a child seek if he or she has any of the following symptoms?	0
592	592	14 days	How long should a child be isolated and observed at home?	0
593	593	the fever clinic of the pediatric department of the nearest hospital	Where should a doctor see a child with a fever?	0
594	594	delayed vaccination	What should be determined on a case-by-case basis?	0
595	595	delay in vaccination	What will not affect the effectiveness of immunization?	0
596	596	"temporary ""interruption"""	"What will not cause the previous vaccines to be ""wasted""?"	0
597	597	rabies vaccine	What is an example of a vaccine that cannot be delayed even during an epidemic of new coronavirus infections?	0
598	598	pay close attention to the dynamics of childhood vaccination clinics	What is it recommended to do?	0
599	599	to avoid infection	Why should you be protected if you must go out?	0
600	600	primary care physician's assessment of the child's condition	What is important for children with chronic illnesses that require regular review?	0
601	601	"if the disease does not allow, changes or even deteriorates, the child should be seen promptly"	When should a child be seen at a fever clinic?	0
602	602	"not touching everywhere and not touching the mouth, nose and eyes with unclean hands"	What should the child and parents wear a mask throughout the visit?	0
603	603	send the results to the treating doctor online to guide the next treatment	What should parents do if they have tests performed nearby?	0
604	604	parents	Who is reminded to do their daily protection against common childhood diseases?	0
605	605	maternity checkups	"During the special period of epidemic outbreak, pregnant mothers can insist on normal what?"	0
606	606	temperature screening	What should pregnant mothers cooperate with the hospital for?	0
607	607	splitting up the time slots to avoid too many pregnant women waiting together	What is an example of a hospital's advice?	0
608	608	temperature screening	What should you always cooperate with the hospital when you go to the hospital?	0
609	609	splitting the consultation time to avoid too many pregnant women being grouped together	What should the hospital do to avoid too many pregnant women being grouped together?	0
610	610	pregnant women whose gestational weeks are in early and middle pregnancy can extend the interval between visits to the hospital appropriately on the advice of the doctor	Who can extend the interval between visits to the hospital without special problems?	0
611	611	a series of subsequent examinations or recommendations will be given	What happens if a pregnant woman has a fever?	0
612	612	fever and cough	What symptoms do pregnant mothers need to monitor their body temperature and keep records of?	0
613	613	obstetrician	Who should you consult before using medication?	0
614	614	home isolation	"If a pregnant mother develops symptoms such as low fever, sore throat and cough, what should be started immediately?"	0
615	615	high fever and dyspnea	What symptoms should be seen at a fever clinic when the disease worsens?	0
616	616	"personal protection, hand hygiene, ward management, environmental ventilation, cleaning and disinfection of object surfaces and medical waste management"	What precautionary principles should medical personnel follow to avoid hospital infections?	0
617	617	daily treatment activities	When should the following points be noted?	0
618	618	medical masks	What should medical and nursing staff wear when engaged in medical treatment activities?	0
619	619	pre-care triage office	"Where must medical staff wear overalls, work caps, and medical surgical masks?"	0
620	620	face consultation	What should patients and accompanying family members wear medical surgical masks during?	0
621	621	Do the effective ventilation of the consultation room	What should medical personnel do to prevent infection in the hospital?	0
622	622	"fever clinics, respiratory clinics, infectious disease departments and isolation wards"	"Where should medical and nursing staff wear work clothes, disposable isolation clothing, work caps and medical surgical masks?"	0
623	623	Protective masks and goggles or protective face screens	What should be worn when collecting respiratory samples?	0
624	624	breathing hoods	"What should be worn when performing tracheal intubation, bronchoscopy, airway care and suctioning?"	0
625	625	cross-infection	What is it forbidden to leave the contaminated area wearing personal protective equipment to avoid?	0
626	626	Strictly follow the process of putting on and taking off equipment	What should medical personnel do to avoid cross-infection in the contaminated area?	0
627	627	A	What is the process of putting on and taking off protective equipment for medical personnel?	0
628	628	to enter the isolation ward	What is the process of putting on and taking off protective equipment for medical personnel?	0
629	629	hand-brushing clothes and pants	"What can be replaced by medical staff after wearing protective masks, disposable hats, and disposable hats?"	0
630	630	wear gloves	What should be worn to enter the potentially contaminated area if the skin on the hands is broken or suspected of having damage?	0
631	631	two	"How many layers of hats, masks, protective glasses, gloves, and shoe covers should a patient wear?"	0
632	632	protective equipment procedures	What do medical personnel leave the isolation area to take off?	0
633	633	wash hands and hand disinfection	What should medical personnel do before entering the potentially contaminated area?	0
634	634	lining disposable cap or cloth cap	What should be removed before entering the potentially contaminated area?	0
635	635	immediately after each contact with the patient	When should medical personnel wash and disinfect their hands?	0
636	636	"blood, body fluids, secretions, etc"	What are disposable medical surgical masks contaminated with?	0
637	637	immediately	When should disposable medical surgical masks be replaced?	0
638	638	respiratory and mucous membrane protection	"Personal hygiene disposal should be carried out before work, and attention to what?"	0
639	639	psychological	What type of stress do patients who develop novel coronavirus pneumonia experience?	0
640	640	fear for the safety of family and friends with whom they have had contact	What are patients plunged into a deep sense of self-blame?	0
641	641	sudden life crisis	What is a deep sense of self-blame for each patient?	0
642	642	positive emotions	What type of emotions should patients promote?	0
643	643	help themselves	What can patients do to help themselves?	0
644	644	The seriousness of the situation	What should be evaluated correctly?	0
645	645	isolation	What does novel coronavirus pneumonia require hospitalization and?	0
646	646	dependent and young	What are patients who need hospitalization and isolation especially important for?	0
647	647	"Actively obtain information about the disease and treatment, and correctly evaluate your condition and estimate the prognosis"	What is the first step in treating novel coronavirus pneumonia?	0
648	648	blindly exaggerate	"What should patients not do to think that once they have the disease, they will surely die?"	0
649	649	novel coronavirus pneumonia	What disease has been cured so far?	0
650	650	take care of yourself	What do patients with novel coronavirus pneumonia learn to do?	0
651	651	express your inner needs and feelings	What should patients learn to do to help themselves?	0
652	652	do not keep them inside and do not worry about others laughing at your cowardice	What do patients need to do to vent their negative emotions?	0
653	653	get stable emotional support from each other	What can you do to help your patients?	0
654	654	Determine specific and limited life goals according to the actual situation	What should patients do to help themselves?	0
655	655	how to cooperate with the hospital to eliminate symptoms and restore health as soon as possible	What is the most important thing at present?	0
656	656	revise the life goals before the disease and rebuild realistic and feasible future life goals	What is it necessary to do by evaluating the disease and estimating the prognosis?	0
657	657	work and study plans or life arrangements may change due to the disease	What is important to be prepared for?	0
658	658	Home isolates	Who bears greater psychological stress?	0
659	659	can reduce the adverse emotions that trigger somatization symptoms	What are coping strategies for home isolates?	0
660	660	psychologically stable	What does understanding the disease help us to be?	0
661	661	isolation	What is it natural for people to have a hard time?	0
662	662	the infectious virus	"What do we need to understand that it is not us who are being avoided and distanced, but the contagious virus?"	0
663	663	contagious virus	What do we need to understand that it is not us who are avoided and distanced?	0
664	664	"sacrifice their interests, their freedom, and even their lives for the benefit of society and the public at large"	What do people with a deep sense of responsibility do?	0
665	665	a great possibility that we will be cured	What can happen if we are infected with the coronavirus?	0
666	666	communication	"What do people need to do with their relatives, friends, colleagues, organizations, etc.?"	0
667	667	emotional recovery	What should be done as soon as possible to prevent the spread of the coronavirus?	0
668	668	Goethe	"Who wrote ""The Trouble with Young Werther""?"	0
669	669	The Trouble with Young Werther	What is the name of the poem that Goethe wrote in the days of lost love?	0
670	670	the fight against the virus	What do we have to participate more actively in?	0
671	671	positive	What type of meaning is found in adversity?	0
672	672	solitude and separation	What can we enjoy a short period of?	0
673	673	psychological intervention or counseling hotline	What can you call when self-adjustment is difficult?	0
674	674	the most important and at the same time the most dangerous task in this battle	What do the duties of medical workers in this epidemic dictate?	0
675	675	heavy pressure	What is one of the most common reactions of medical personnel?	0
676	676	sad	What will medical workers feel when they hear their family members are in trouble?	0
677	677	physically and psychologically exhausted	What will medical workers be when they are busy with a lot of clinical work every day?	0
678	678	pessimistic and averse	What can medical workers become if information is not well communicated?	0
679	679	self-defeated	What will a patient feel when he is not able to save his life despite his best efforts?	0
680	680	they are the most vulnerable person	"When seeing other health care workers in the ward are busy treating patients, they will feel that others are stronger than they are and think what?"	0
681	681	become impatient	What do health care workers do with patients and colleagues?	0
682	682	aggrieved and unappreciated	What do patients feel when they encounter complaints from patients?	0
683	683	mutual cooperation and efficiency	Psychological reactions can largely affect what of health care workers?	0
684	684	psychological counseling and help	What should health care workers receive timely?	0
685	685	prevent trauma and stress disorders	What can a good psychological adjustment do?	0
686	686	Societies and hospitals	Who can help prevent trauma and stress disorders?	0
687	687	medical workers	Whose worries should be eliminated as much as possible?	0
688	688	plan ahead	What should health care workers do to avoid ad hoc arrangements?	0
689	689	self-isolation	What should health care workers provide rest and sleeping areas for without returning home?	0
690	690	pre-service training	What should a preventive interview for stress be conducted along with?	0
691	691	their state	What should health care professionals be aware of?	0
692	692	show weakness	What should you allow yourself to do?	0
693	693	tell the leader in charge in time and do things according to your ability	What should you do when you feel that you cannot bear the pressure?	0
694	694	cry	What should you do when you are sad and moved?	0
695	695	Doctors and nurses	"Who have emotions, anxiety, fear, anxiety and fear?"	0
696	696	"it is normal and natural for me to have these emotions, and I will recover when such a stressful event is over"	What should health care workers tell themselves in a stressful situation?	0
697	697	"Never self-depreciate, or even rise to self-worth and lose hope in life"	What should health care workers never do?	0
698	698	drink plenty of water and eat healthful foods	What should health care workers do to limit working hours?	0
699	699	muscle relaxation	What type of exercise should you perform in your spare time?	0
