intravenous gammaglobulin	What does IVIG stand for?
cesarean delivery	What is the first choice for termination of a critical pregnancy?
intestinal microecological	Intestinal microecological regulators can be used to maintain what balance?
Chinese medicine treatment	What is the treatment of MIS-C?
epidemic hostility	What is the cause of the disease in Chinese medicine?
under the guidance of a physician	How should a patient be treated if the dose is over the pharmacopoeia?
1	How many doses of Huo Xiang Zheng Qi Capsules are recommended?
gastrointestinal discomfort	What is one of the clinical manifestations of Weakness?
"Clear Lung Detox Soup, Clear Lung Detox Granules"	What is the clinical treatment period?
"Ephedra 9g, roasted licorice 6g, almonds 9g, raw gypsum 15 30g"	What is the basic formula of Clear Lung Detox Soup?
once in the morning and once in the evening	How often do you take one payment per day?
three	How many doses are needed for one course of treatment?
rice soup	What can be added to half a bowl after each dose of cold and damp epidemic?
small	What should the dosage of raw gypsum be if the patient does not have fever?
second course of treatment	What if the symptoms improve but not cured?
the second course of treatment	What can be modified if the patient has special conditions or other underlying diseases?
2	How many sachets of gypsum should a patient take daily?
36 days	How long is the course of treatment?
2.2 Lightweight	What is the weight of gypsum?
"pale, fat and toothed or light red"	What is the color of the tongue?
cold and damp	What is the recommended prescription for gypsum?
600ml	How much water does the cold-damp epidemic formula take?
cold-damp epidemic formula	What is also suitable for patients with the common type of gypsum?
Damp heat	What type of heat is present in the lungs?
dry cough	What is the most common clinical manifestation of the acupuncture?
light red	What color is the tongue?
10g	What is the recommended amount of Betel nut?
400ml	How much water is in a daily dose of Xuanlung and Poison Elimination Formula?
"12 sachets once, 3 times a day"	How many sachets do Jinhua Qingxian granules take?
57 days	How long is the course of treatment?
Lianhua Qingfei Granules	What is the name of the acupuncture that can be taken orally?
"1 sachet once, 3 times a day"	How often is Lianhua Qingfei Granules taken?
710 days	How long is the course of treatment for Lianhua Qingfei Granules?
Take orally	How to take Lianhua Qingfei Capsules?
4	How many capsules does Lianhua Qingfei take?
"Hegu, Houxi, Yinlingquan, Taixi, Lung Yu, and Spleen Yu"	What are the Acupuncture points recommended for treatment?
30 minutes	How long is the acupuncture retained?
2.3 General type	What type of acupuncture causes Dampness and toxicity in the lung?
dark red	What color is the tongue?
Xuanlung and Poison Elimination Formula	What is the recommended acupuncture formula?
400ml	How much water does Xuanlung Defeat Poison Granules take?
"1 sachet with boiling water, 2 times a day"	How many times a day is Xuanlung Defeat Poison Granules taken?
714 days	How long is Xuanlung Defeat Poison Granules treatment?
light or light red	What color is the tongue?
10g	How much is Pericarpium Citri Reticulatae?
400ml	How much water does Xuanlung Defeat Poison Granules take daily?
dry	What kind of ness is Xuanlung Defeat Poison Granules?
Xuan	What is the name of the lung moistening and detoxifying formula?
15g	How much is Mai Dong?
400ml	How much water is in a daily dose of acupuncture?
"12 sachets once, 3 times a day"	How many sachets do Jinhua Qingxian granules take?
57 days	How long is the course of treatment for Jinhua Qingxian granules?
orally	How do Lianhua Qingfei Granules be taken?
"1 sachet once, 3 times a day"	How often is Lianhua Qingfei Granules taken?
710 days	How long is the course of treatment for Lianhua Qingfei Granules?
Take orally	How to take Lianhua Qingfei Capsules?
4	How many capsules are in Lianhua Qingfei Capsules?
"Neiguan, Kong most, Quchi, Qihai, Yinlingquan, and Zhonggui"	What are the recommended acupuncture points for acupuncture treatment?
30 minutes	How long is the acupuncture retained for?
yellow and greasy	What is the coating of the tongue?
Dampness and Detoxification	What is the recommended prescription for acupuncture?
12	How many doses per day is recommended for Dampness and Poison Granules?
2	How many sachets of Dampness and Poison Granules should you take?
reddish	What color is the tongue?
12g of bamboo leaf	How much of a leaf is recommended for acupuncture?
100ml200ml	How many doses of gypsum and water hyacinth is recommended per day?
"Phlegm Fever Clear Injection, Phlegm Fever Clear Injection and Awakening Brain Jing Injection"	What can Xiyamping and Hemopride be used in combination with?
one	How many drugs with similar efficacy can be selected according to individual situation?
Chinese medicine	What injections can be used in combination with Chinese medicine tonics?
acupuncture	"What type of points are dazhi, lung yu, spleen yu, tai xi,"
35	How many acupuncture points are selected each time?
"dyspnea, shortness of breath or need for mechanical ventilation"	What are some clinical manifestations of Chinese medicine?
Suhe Xiang Pill or Angong Niuhuang Pill	What is the recommended dosage of Cornus officinalis?
sedative and inotropic agents	What can raw rhubarb and mannitol be used in the presence of?
Chinese patent medicines	"What are Blood Bijou Injection, Heat Poisoning Injection, Phlegm Heat Qing Injection, Awakening Brain J"
two	How many drugs can be used in combination according to clinical symptoms?
Chinese medicine tonics	What can Chinese medicine injections be used in combination with?
starting with small doses and gradually adjusting them according to the drug instructions	How do Chinese medicine injections work?
0.90%	How much sodium chloride is in 250ml plus Xiyampin injection lOOmg twice a day?
twice a day	How often is a brain-awakening injection given?
100ml	How much blood purity injection is recommended twice a day?
250ml of glucose injection	How much glucose is required for Immunomodulation?
2060ml of raw vein injection	How much raw vein injection is recommended twice a day?
"Tai Xi, Tan Zhong, Guan Yuan, Bai Hui, Su San Li and Su Xiao"	What are the recommended acupuncture points?
30 minutes	How long does acupuncture last?
2.6	How long is the recovery period?
pale and fat	What is the appearance of the tongue?
Fructus Semen	What is the 9g of qi deficiency?
na	What is a clinical manifestation of qi and yin deficiency?
Dry tongue	What is the most common qi and yin deficiency?
10g	How much of North and South Salvia is recommended?
1	How many doses of qi and yin do you take daily?
Foot San Li	What is the recommended acupuncture point for acupuncture treatment?
30 minutes	How long did acupuncture needles last?
40	"How many minutes did Dazhi, Lung Yu, Spleen Yu, and Kong Shen last?"
3	How many acupuncture points are recommended for children?
TCM treatment plan	What is the treatment for adults based on?
adult TCM treatment plan	What is the treatment based on?
Early recovery	What is the focus of acupuncture treatment for patients with novel coronavirus pneumonia?
XII	What is the number of acupuncture points recommended for acupuncture treatment?
Nursing	What type of care was given to critically ill patients?
vital signs and state of consciousness	What were closely observed in critically ill patients?
24-hour continuous ECG monitoring	What is performed in critically ill patients?
every 4 hours	"How often are respiratory rate, blood pressure, oxygen saturation, and temperature measured?"
intravenous access	What type of access was used to keep all kinds of lines open and properly fixed?
ECMO	What type of treatment should be given to critically ill patients?
misaspiration	What should be avoided in patients with invasive mechanical ventilation?
psychological	What status of awake patients was assessed in a timely manner?
XIII	What is the number of acupuncture points recommended for acupuncture treatment?
discharge criteria and precautions	What was included in the discharge management?
isolation management standards	What is the release of after two consecutive novel coronavirus nucleic acid tests with Ct values  35 for both N and ORF
a cut-off value of 40 and a sampling interval of at least 24 hours	What does the fluorometric PCR method require?
Discharge criteria	What is the release of isolation management standards?
the body temperature returns to normal for more than 3 days	What is the discharge criteria?
significant improvement in respiratory symptoms	What is one of the discharge criteria?
lung imaging	What shows significant improvement in acute exudative lesions?
discharged	What happens to those who meet the above conditions?
isolation management	What is a post-discharge precaution?
7 days	How long after discharge should you continue home health monitoring?
Principles of transit	What is XIV?
Joint Prevention and Control Mechanism for Response to the New Coronavirus Pneumonia Outbreak	What is the Medical Treatment Group of the State Council's work plan for the transfer of people infected with the new coronavirus?
Technical Guidelines for Prevention and Control of Novel Coronavirus Infections in Medical Institutions	What is the third edition of the National Health and Wellness Commission's work plan for infection prevention and control in medical institutions?
XVI	"Which edition of the ""Technical Guidelines for Prevention and Control of Novel Coronavirus Infections in Medical Institutions"" issued by the National Health and"
Novel coronavirus vaccination	What can reduce the incidence of novel coronavirus infection and disease?
Novel coronavirus vaccination	What can reduce the incidence of novel coronavirus infection and disease?
booster vaccination	What should people who are eligible for receive booster vaccination in a timely manner?
general preventive measures	What does the new coronavirus vaccination include?
one meter line	What is an example of a hygienic lifestyle?
Keep the room well ventilated	What should you do to protect yourself from the new coronavirus infection?
fever clinic	Where should you seek medical attention if you develop respiratory symptoms?
novel coronavirus nucleic acid	What should people who have a history of contact with people infected with novel coronavirus be proactively tested for?
"Italy, France and the United States"	Where did some medical and environmental analyses suggest that the virus may have spread for several weeks before December 2019?
unconfirmed	What did the World Health Organization say about the findings?
World Health Organization	Who urged further investigation of potential early events?
19A	What was the name of the first pandemic strain of Newcastle pneumonia?
1-Dec-19	When did the earliest known symptoms of Newcastle pneumonia occur?
Wuhan City Ufologic Hospital	"Where did the outpatient physician see a 69-year-old trader on December 12, 2019?"
Wuhan Jinyintan Hospital	Where did the local CDC concentrate patients for isolation and collection of samples and data?
Guangzhou Weifang Genetics	Who sent the alveolar lavage fluid samples to for testing?
Guangzhou Micro Far Genetics	Who was the first known external laboratory to perform preliminary analysis of the novel coronavirus pathogen?
Dr. Jixian Zhang	Who first identified and reported the unexplained pneumonia in the Department of Respiratory and Critical Care Medicine?
3-May-20	"When was the paper titled ""New coronavirus has spread in France at the end of December 2019"" published?"
14	How many intensive care unit cases of influenza illness were selected for re-testing?
France	In what country did SARS virus 2 spread in late December 2019?
Guangzhou Micro Far Genetics	Who shared the genome sequence of the SARS virus with the Institute of Pathogen Biology?
Bat SARS-like coronavirus	What does BSCV stand for?
Jan. 11	When was the data submitted to the Global Influenza Data Sharing Initiative website by the Chinese Academy of Medical Sciences?
two	How many documents did the Wuhan Health and Health Commission issue?
the Internet	Where was the document circulated on?
"Li Wenliang, Liu Wen, and Xielinka"	Who disclosed the news of the SARS outbreak early in an internal WeChat group?
Beijing Boao Medical Laboratory	Who sent the sample to Wuhan Central Hospital?
SARS coronavirus (SARS coronavirus)	What did the laboratory send the test report back to the hospital on December 30?
17:48	At what time did Li Wenliang post the test report?
31-Dec-19	When did the Wuhan CDC confirm that the SARS virus was true?
27	How many cases of pneumonia were identified in the Wuhan Health and Health Commission's Information Bulletin?
the WHO office in China and the government of the People's Republic of China	Who informed WHO headquarters of the outbreak?
WHO International Health Regulations Contact Window	Who did Taiwan's Agency for Disease Control send an email to?
WHO International Health Regulations Contact Window	Who was the email sent to requesting further information on the outbreak of atypical pneumonia?
27	How many cases of pneumonia were found in Wuhan?
fever	What are the main symptoms of pneumonia?
Taiwan	Which country began to direct flights from Wuhan to Taiwan for the entry quarantine?
"January 12, 2020 to February 29, 2020"	When was the global spread of the SARS epidemic?
Fudan University	Where did Yongzhen Zhang work?
Level II	"What level of emergency response was activated in the CDC on January 6, 2020?"
Xi Jinping	Who presided over the Standing Committee of the Political Bureau of the Political Bureau of the CPC Central Committee?
"the ""Wuhan Viral Pneumonia Pathogenic Test Results Preliminary Assessment Panel"""	"Who declared the SARS virus as a novel coronavirus on January 9, 2020?"
Level 1	"What level of emergency response did the CDC switch to on January 15, 2020?"
2200 hours	How long did it take for the Wuhan Municipal Health Commission to confirm cases of COVID-19?
10:00 a.m.	When was all traffic in and out of Wuhan banned?
population involved	What was the largest quarantine event in human history?
20-Feb	When was the largest quarantine event in human history?
156	How many secondary administrative regions are there in China?
"Yokohama, Japan"	Where did the 80-year-old Hong Kong man board the Diamond Princess?
"the Japanese Ministry of Health, Labour and Welfare"	Who quarantined the personnel on the Diamond Princess?
6	How many people died after disembarking?
"17,205"	"How many confirmed cases were there in China on February 2, 2020?"
4-Feb-20	When did Hong Kong report its first case of coronavirus disease death?
Philippines	Where was the first case of 2019 coronavirus disease death reported?
Hubei Province	Which province changed the number of clinically diagnosed cases to include confirmed cases for publication?
"Daegu, South Korea"	Where is the Shintiandi Church located?
18-Feb-20	"When did the first confirmed case of Shintiandi Church member ""Patient No. 31"" appear?"
Moon Jae-in	"Who was the President of the Republic of Korea on February 23, 2020?"
blockade measures	What did Moon Jae-in decide to do to raise the outbreak alert to the highest level?
14-Feb-20	When was the first case of 2019 coronavirus disease death reported in Japan?
Taiwan	Where was the first fatal case of 2019 coronavirus disease reported?
Iran	Where was the first case of 2019 coronavirus disease death reported?
South Korea	Where was the first case of 2019 coronavirus disease death reported?
several provinces and cities in mainland China were free of new confirmed cases for many days	How did many provinces and cities in mainland China remain free of new cases of coronavirus disease in late February 2020?
Italy	Where was the first case of 2019 coronavirus disease death reported?
France	Where was the first case of 2019 coronavirus disease death reported?
Geneva	Where did WHO Director General Tan Desai say the number of new cases outside of China exceeded that of China for the first time?
humans	Who has the outbreak spread to all continents inhabited by?
Shinzo Abe	"Who was the Prime Minister of Japan on February 27, 2020?"
2-Mar-20	"When will public elementary, junior high and high schools nationwide be temporarily closed for the holiday until the end of spring break?"
15-Mar-20	When did the government issue a circular to sports and cultural organizations to suspend all major events and public performances?
World Health Organization (WHO) Director General Ted Tam	"Who announced that the global risk level for the outbreak had been raised from ""high"" to ""very high""?"
United States	Where is the first death from coronavirus disease reported?
22-Feb-20	On what date was Iraq diagnosed with coronavirus disease?
37	How many countries and regions were affected by the New Crown Pneumonia outbreak in 2020?
20-Mar	When did the European outbreak begin?
"10,000"	How many confirmed cases exist in the area?
Newcastle	What is the name of the second pandemic strain of pneumonia?
1-Mar-20	"On what date were the first confirmed cases of coronavirus disease reported in Armenia, the Czech Republic, and Dominica?"
"Thailand, Australia"	Where were the first deaths of 2019 coronavirus disease reported?
3-Mar-20	"On what date were the first confirmed cases of coronavirus disease reported in Argentina, Chile, Liechtenstein, and Ukraine?"
Iraq	Where was the first case of 2019 coronavirus disease death reported?
Italy	Where did the outbreak of coronavirus disease spread rapidly?
pharmacies and supermarkets	"What stores did the Italian government shut down on March 4, 2020?"
"2,036"	"How many confirmed cases of Newcastle pneumonia were there in Italy as of March 3, 2020?"
"Hungary, Poland and Slovenia"	Where were the first confirmed cases of 2019 coronavirus disease reported?
Shinzo Abe	"Who was the Japanese Prime Minister on March 5, 2020?"
"Bosnia and Herzegovina, Palestine and South Africa"	Where were the first confirmed cases of 2019 coronavirus disease reported?
5-Mar-20	When was the first case of 2019 coronavirus disease death reported in the UK?
Netherlands	Where was the first case of 2019 coronavirus disease death reported?
"Maldives, Malta, Moldova, and Paraguay"	Where were the first confirmed cases of 2019 coronavirus disease reported?
Argentina	Where was the first case of 2019 coronavirus disease reported?
"Albania, Bangladesh, and Bulgaria"	"Which countries reported the first confirmed cases of coronavirus disease on March 8, 2020?"
Spain and Egypt	Where was the first death from 2019 coronavirus disease reported?
"Brunei, Cyprus and Panama"	"Which countries reported the first confirmed cases of coronavirus disease on March 9, 2020?"
"Lebanon, Germany, and Canada"	Where were the first deaths from 2019 coronavirus disease reported?
10-Mar-20	When did Italy extend its blockade quarantine measures to the entire country?
Antonio Conte	Who was the President of the Italian Council of Ministers?
"Bolivia, Burkina Faso, Democratic Republic of the Congo, Jamaica, Mongolia, Northern Cyprus and Turkey"	Where were the first confirmed cases of 2019 coronavirus disease reported?
"Belgium, Morocco"	Where was the first case of 2019 coronavirus disease death reported?
30	How many days did Donald Trump announce a moratorium on all travel from Europe to the United States?
entry list	What was the ban on?
St. Vincent and the Grenadines and Trinidad and Tobago	"Which countries reported the first confirmed cases of coronavirus disease on March 11, 2020?"
"Indonesia, Bulgaria, Albania, Sweden, Ireland, Panama, and Guyana"	"Who reported the first case of coronavirus disease death on March 11, 2020?"
Mi Feng	Who was the spokesperson of the National Health and Wellness Commission of the People's Republic of China?
low level	What is the overall level of the disease epidemic in China?
St. Vincent and the Grenadines and Trinidad and Tobago	"Which countries reported the first confirmed cases of coronavirus disease on March 11, 2020?"
"India, Azerbaijan, Greece, Norway, Denmark, Poland, Liechtenstein, Austria, Algeria, and Sudan"	"Who reported the first case of coronavirus disease death on March 12, 2020?"
123	How many countries and territories have reported COVID-19 to the WHO?
Europe	Which country has become the epicenter of the pandemic plague?
"Denmark, Poland, Spain, Latvia, the Czech Republic, Hungary, Argentina, Ecuador, the Philippines and the United States"	What countries declared states of emergency in the previous week?
"Slovenia, Ukraine, and Ecuador"	"Which countries reported the first deaths from coronavirus disease on March 13, 2020?"
José Sánchez	"Who was the Prime Minister of Spain on March 14, 2020?"
"all public places except supermarkets, pharmacies, barber stores and other essential products and services were closed"	What was the closure of public places?
online classes	What were schools replaced with?
Portuguese Prime Minister Costa	Who announced that schools would be closed?
1.6 million	How many students will be affected by the closure of schools in Portugal?
Poland would close its borders for 10 days	"What did Polish Prime Minister Morawiecki say on March 14, 2020?"
"Congo, Equatorial Guinea, Swaziland, Mauritania, Namibia, Rwanda and Seychelles"	Which countries reported the first confirmed cases of coronavirus disease?
Lithuania	"Which country bans all foreigners from entering the country on March 15, 2020?"
"Bahamas, Guam and Uzbekistan"	Where were the first confirmed cases of coronavirus disease reported?
15-Mar-20	"When were the first confirmed cases of coronavirus disease reported in the Bahamas, Guam, and Uzbekistan?"
8:00 AM	"At what time will Germany close its borders with France, Austria and Switzerland?"
the Czech government	"Who announced a total ban on the movement of people on March 16, 2020?"
Latveria and Estonia	Which countries have taken measures to restrict the movement of people?
the closure of the country's borders with Poland and Norway	What did the Russian government announce?
20	How many countries did Morocco cancel civil and shipping traffic with?
"Benin, Greenland, Liberia, Somalia and Tanzania"	Where were the first confirmed cases of coronavirus disease reported?
"Bahrain, Portugal, Colombia, and Dominica"	"Which countries reported the first deaths from coronavirus disease on March 16, 2020?"
mid-March 2020	"When did Libya, El Salvador, South Africa, Serbia, Slovakia, Lebanon, Panama, and Kazakhstan declare states of emergency?"
17-Mar-20	"When did Barbados, Gambia and Montenegro report the first confirmed cases of coronavirus disease?"
17-Mar-20	When did Iceland and Brazil report the first 2019 coronavirus disease deaths?
18-Mar-20	"When did Malaysia, Bangladesh, Pakistan, Moldova, Croatia, Tunisia, Burkina Faso, Cuba, and Costa Rica report the first"
"Angola, Chad, Fiji, and Niger"	Where were the first confirmed cases of 2019 coronavirus disease reported?
Italy	Who surpasses China in 2019 coronavirus disease deaths for the first time?
"Cape Verde, Timor-Leste, Madagascar, Papua New Guinea, Uganda, and Zimbabwe"	Where were the first confirmed cases of 2019 coronavirus disease reported?
20-Mar-20	"When did Israel, Serbia, Lithuania, Gabon, Mauritius, Jamaica, and Paraguay report the first case of 2019 corona"
Eritrea and along the Dniester River	Where was the first confirmed case of 2019 coronavirus disease reported?
"Singapore, AL, Cyprus, Finland, Bosnia and Herzegovina, Ghana, Puerto Rico, and Chile"	Which countries reported the first case of 2019 coronavirus disease death?
22-Mar-20	"When were the first confirmed cases of 2019 coronavirus disease reported in Dominica, Grenada, Mozambique, and Syria?"
"Afghanistan, Romania, North Macedonia, the Czech Republic, and the Democratic Republic of Congo"	Which countries reported the first case of 2019 coronavirus disease death?
Tandse	Who warned of an accelerating trend in the spread of the New Crest Pneumonia pandemic?
11 days	"How long did it take to get to the second 100,000 cases of the New Crest Pneumonia pandemic?"
Chinese Premier Li Keqiang	Who was the head of the central response team to the New Crest Pneumonia pandemic?
Belize and Myanmar	Which countries reported the first confirmed cases of coronavirus disease?
Zimbabwe	Where was the first case of 2019 coronavirus disease death reported?
Laos and Libya	Where were the first confirmed cases of 2019 coronavirus disease reported?
"Saudi Arabia, Niger, Cape Verde"	Where was the first death from 2019 coronavirus disease reported?
"Guinea-Bissau, Mali, and St. Kitts and Nevis"	Where were the first confirmed cases of 2019 coronavirus disease reported?
"Switzerland, Estonia"	Where was the first case of 2019 coronavirus disease death reported?
China	The number of confirmed coronavirus disease diagnoses in the United States in 2019 surpassed that of what country?
"Russia, Kazakhstan, Armenia, Nigeria, Kenya, Honduras, Nicaragua, and Venezuela"	Who reported the first case of 2019 coronavirus disease death?
"Uzbekistan, Togo, and South Africa"	Where was the first death from 2019 coronavirus disease reported?
"Jordan, Qatar, Mali, and Uruguay"	Where was the first case of 2019 coronavirus disease death reported?
29-Mar-20	"On what date did Sri Lanka, Syria, Côte d'Ivoire, Cameroon, Angola, Bolivia, and New"
"Slovakia, Mauritania"	Where was the first case of 2019 coronavirus disease death reported?
31-Mar-20	"When were the first deaths from coronavirus disease reported in Burma, Belarus, Republic of Congo, Tanzania, and El Salvador?"
Botswana	Where was the first confirmed case of 2019 coronavirus disease reported?
"Burundi, Donetsk, Luhansk, Sierra Leone, and Somaliland"	"Where were the first confirmed cases of coronavirus disease reported on March 31, 2020?"
Desai Tan	"Who was the WHO Director-General on April 1, 2020?"
exponentially	How much has the number of new cases of coronavirus disease increased in the past five weeks?
doubled	"In the past week, the number of deaths has more than what?"
one million	How many confirmed cases of coronavirus disease will there be in the next few days?
COVID-19	"What could have serious social, economic and political consequences for these regions?"
"Oman, Botswana"	Where was the first case of 2019 coronavirus disease death reported?
more than one million	"How many new cases of coronary pneumonia were there on April 2, 2020?"
2-Apr-20	"When did the Russian government decide to extend the paid non-working week until April 30, 2020?"
Thirty	"How many states have been approved to declare a ""state of major disaster""?"
Malawi	"Which country reported the first confirmed case of coronavirus disease on March 29, 2020?"
"Kyrgyzstan, Libya, Senegal, and Zambia"	"Where were the first deaths from coronavirus disease reported on April 2, 2020?"
3-Apr-20	When did the State Council of the People's Republic of China issue a proclamation?
half mourning	How much mourning will be held during the Qingming Festival?
three minutes	"How long of silence will the nation observe on April 4, 2020?"
gray	What color did most TV channels turn their station emblems to?
"300,000"	"How many confirmed cases of coronavirus disease were there in the United States on April 4, 2020?"
"Georgia, Liberia"	Where was the first case of 2019 coronavirus disease death reported?
Spanish Prime Minister Sánchez	"Who extended the embargo until April 25, 2020?"
South Sudan	Where was the first confirmed case of 2019 coronavirus disease reported?
"Kuwait, Ethiopia, and St. Kitts and Nevis"	"Which countries reported their first cases of coronavirus disease on April 5, 2020?"
Sao Tome and Principe	Where was the first confirmed case of 2019 coronavirus disease reported?
"Benan, Haiti"	Where was the first case of 2019 coronavirus disease death reported?
Shinzo Abe	"Who was the Japanese Prime Minister on April 7, 2020?"
"10,000"	How many patients will Japan have in 2 weeks?
"Malawi, Belize"	Where was the first case of 2019 coronavirus disease death reported?
Yemen	Where was the first confirmed case of 2019 coronavirus disease reported?
"100,000"	"What was the cumulative number of deaths worldwide on April 11, 2020?"
Burundi	Where was the first case of 2019 coronavirus disease death reported?
Guinea	Where was the first case of 2019 coronavirus disease death reported?
Swaziland	Where was the first case of 2019 coronavirus disease death reported?
French Guiana	Where was the first case of 2019 coronavirus disease death reported?
Equatorial Guinea	Where was the first case of 2019 coronavirus disease death reported?
1 million	"How many people were diagnosed with New Coronary Pneumonia in the United States on April 28, 2020?"
10	How many different variants has Severe Acute Respiratory Syndrome coronavirus 2 mutated into?
Lion Rock	Where was the first case of 2019 coronavirus disease death reported?
Guinea-Bissau	Where was the first case of death from 2019 coronavirus disease reported?
Chad	Where was the first case of 2019 coronavirus disease death reported?
"Maldives, Yemen"	Where was the first case of 2019 coronavirus disease death reported?
2-May-20	When was the first case of 2019 coronavirus disease death reported in Tajik?
South Ossetia	Where was the first confirmed case of 2019 coronavirus disease reported?
six	"How many new cases of coronavirus disease were notified from May 10, 2020 to May 11, 2020?"
New Coronavirus Nucleic Acid Screening	What did Wuhan City issue an Urgent Notice on?
12-May-20	When did neighborhoods in Wuhan City begin their respective neighborhoods' universal testing for up to ten days?
13-May-20	When did Lesotho report the first confirmed case of coronavirus disease?
South Sudan	Where was the first case of 2019 coronavirus disease death reported?
"Geneva, Switzerland"	Where did the World Health Assembly begin?
$2 billion	How much did Xi Jinping pledge in aid to countries around the world?
194	How many member states endorsed Australia's proposal for an independent investigation into the traceability of the pneumonia virus?
Zhao Lijian	Who was the Chinese Foreign Ministry spokesman?
deterioration in relations with China	What has Australia's insistence on pushing for an independent investigation led to?
Cheng Jingye	Who was China's ambassador to Australia?
the WHO	Who passed the proposal for an independent investigation into the pneumonia virus?
23-May-20	When was the first case of death from coronavirus disease reported in the Central African Republic?
Mozambique	Where was the first case of 2019 coronavirus disease death reported?
26-May-20	When was the first case of 2019 coronavirus disease death reported in Western Sahara?
"100,000"	How many deaths did the US have from coronavirus disease in 2019?
"131,000"	How many cases of coronavirus disease were there in India in May of 2019?
George Floyd	Who was killed by a white police officer?
autopsy	What type of report was George Floyd diagnosed with?
31-May-20	When did Rwanda report its first case of death from coronavirus disease?
20-Jun	When did Rwanda report its first case of death from coronavirus disease?
More than 2 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
46	How many people had positive throat swabs?
"Fengtai District, Beijing"	Where was war-time control initiated?
36	How many new cases of coronavirus disease were diagnosed in Beijing between June 13 and 14 2020?
799	"How many cases of coronavirus disease were diagnosed in Beijing as of June 20, 2020?"
China-Africa solidarity	What did the People's Republic of China and some African countries hold a special summit on?
António Guterres and WHO Director-General Desiré Tan	Who was invited to attend the China-Africa solidarity summit?
Brazil	Which country had the most confirmed cases of coronavirus disease in 2019?
10 million	"How many confirmed cases of coronavirus disease were there on June 27, 2020?"
3 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
Desmond Tan	Who announced the establishment of a Commission of Inquiry to investigate the 2019 coronavirus disease outbreak?
Helen Clark	Who is the chair of the Commission of Inquiry?
Lesotho	Where was the first case of 2019 coronavirus disease death reported?
Namibia	What country reported its first case of 2019 coronavirus disease death?
Brazil and India	Which two countries had more than 2 million confirmed cases of coronavirus disease in 2019?
4 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
Uganda	"Which country reported its first case of coronavirus disease death on July 24, 2020?"
Sahrawi Arab Democratic Republic	Where was the first confirmed case of 2019 coronavirus disease reported?
North Korea	Where was the first suspected case of 2019 coronavirus disease reported?
Papua New Guinea	Where was the first case of 2019 coronavirus disease death reported?
Fiji	Which country reported its first case of 2019 coronavirus disease death?
Vietnam	Where was the first case of 2019 coronavirus disease death reported?
Toshihiko Seki	"Who was diagnosed with New Crown Pneumonia on August 4, 2020?"
2 million	How many people in India were diagnosed with coronavirus disease in 2019?
5 million	"How many people were diagnosed with coronavirus disease in the United States on August 8, 2020?"
3 million	How many confirmed cases of coronavirus disease did Brazil have in 2019?
"100,000"	How many deaths from coronavirus disease did Brazil have in 2019?
20 million	"How many people were diagnosed with coronavirus disease on August 10, 2020?"
3 million	"How many people were confirmed with coronavirus disease in India on August 23, 2020?"
6 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
1 million	How many people were diagnosed with coronavirus disease in Russia in 2019?
4 million	How many people were confirmed with coronavirus disease in Brazil in 2019?
India	Which country has the second highest number of confirmed cases of coronavirus disease in the world?
169	How many people voted for the resolution on the response to the 2019 coronavirus disease outbreak?
UN Secretary-General's Global Ceasefire Initiative	What does the resolution support?
5 million	How many people were diagnosed with coronavirus disease in India in 2019?
30 million	"How many people were diagnosed with coronavirus disease on September 17, 2020?"
"200,000"	How many deaths from Coronavirus disease did the United States have in 2019?
7 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
6 million	"How many people in India were confirmed with coronavirus disease on September 27, 2020?"
nearly half	"How much of the deaths from coronavirus disease occur in the United States, India, and Brazil?"
UN Secretary-General Antonio Guterres	Who described the death toll as unimaginably high and a very tragic milestone?
2 million	"The World Health Organization warned that before the vaccine could be widely used, the number of deaths from the disease could be as high as what?"
100 million	How many new coronavirus rapid test agents will be provided to low- and middle-income countries?
Donald Trump	Who was the president of the United States in October of 2020?
"100,000"	"How many Coronavirus disease deaths did India have on October 3, 2020?"
Solomon Islands	Where was the first confirmed case of coronavirus disease reported?
Japan	Which country surpassed China in the number of confirmed cases of coronavirus disease in 2019?
5 million	How many people were confirmed with coronavirus disease in Brazil in 2019?
7 million	"How many people in India were confirmed with coronavirus disease on October 10, 2020?"
12-Oct-20	When did Dutch researchers report the death of an 89-year-old woman in the Netherlands?
secondary infection death	What is the first reported case of worldwide?
more than 20	How many cases of secondary infection had been reported worldwide?
8 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
40 million	"How many confirmed coronavirus disease diagnoses were there on October 18, 2020?"
Sophie Wilmès	Who was diagnosed with New Crown Pneumonia?
1 million	"How many people in Argentina were confirmed with Coronavirus disease on October 20, 2020?"
Jens Spahn	Who confirmed the diagnosis of New Crown Pneumonia?
Spain and France	"Which countries confirmed more than 1 million people with Coronavirus disease on October 22, 2020?"
"510,000"	How many people were diagnosed with coronavirus disease globally on a single day in 2019?
Anze Logar	"Who was diagnosed with New Crown Pneumonia on October 23, 2020?"
Andrzej Duda	"Who was diagnosed with New Crown Pneumonia on October 23, 2020?"
1 million	"How many people in France were confirmed with coronavirus disease on October 23, 2020?"
